feature_id,chip_5d,dealer_ratio_5d,foreign_5d,institutional_net,short_squeeze_proxy,advance_ratio,us_sentiment_score,vol_ratio_20d,BETA_60,CNTD_20,CNTD_5,CNTN_20,CNTN_5,CNTP_20,CNTP_5,CORD_10,CORR_10,IMIN_20,IMXD_20,KLEN,KLOW,KLOW2,KMID,KSFT,KSFT2,KUP,KUP2,RESI_10,RESI_20,RESI_5,RESI_60,RSQR_10,RSQR_20,RSQR_60,VSTD_10,VSTD_20,linear_factor,ma10_bias,ma60_bias,margin_balance,margin_change_5d_ts,margin_ratio,return_3d,return_5d,rsi5_dulling,volatility_20d,volatility_5d,vwap_bias,tech_bullish_streak_5,tech_disposal_active,tech_gap_down,tech_gap_up,tech_limit_down_count_10,tech_limit_up_streak_10,tech_locked_open_down_10,tech_locked_open_up_10,l1_bbBandwidthPct,l1_bestFvgStrength,l1_bestOrderBlockStrength,l1_bosBullish,l1_brokerConcentration,l1_brokerNetAmount5d,l1_closeAboveMa60Pct,l1_dealerNet5d,l1_diTrend,l1_displacementPct,l1_eps,l1_foreignTrustNet5d,l1_macdHist,l1_monthlyRevenueMoM,l1_monthlyRevenueYoY,l1_return20d,l1_revenueGrowthYoY,l1_roe,l1_sectorFlowCore,l1_sectorRsRatio,l1_sectorTurnoverShareDelta,l1_smcBullishScore,l1_smcNetScore,l1_squeezeMomentum,l1_squeezeRelease,l1_volumeExpansion20,l1_volumeMomentumDivergence132710,mom_12m_1m,mom_9m,mom_close_to_52w_high,mom_hl52,mom_ma50_200_ratio,mom_macd_trend_10,mom_reversal_1m,mom_reversal_6m,mom_rsi_14,mom_vol_adj_12m,size_log_mktcap,tech_adx_14,tech_atr_14,tech_bbands_pctb_20,tech_bbi,tech_bias_20,tech_cmo_14,tech_dma_10_50,tech_donchian_pos_20,tech_ema_12_pos,tech_emv_14,tech_granville_score,tech_kd9_k,tech_kdj_j_9,tech_keltner_pos_20,tech_ma_convergence,tech_mfi_14,tech_mtm_10,tech_obv,tech_psy_12,tech_roc_10,tech_sar,tech_slow_kd_14,tech_sma_20_pos,tech_tower_3,tech_trix_12,tech_volume_ratio_5,tech_vr_26,tech_williams_r_14,tech_wma_10_pos,val_bp,val_dp,val_ep,val_sp,liq_amihud_21d,vola_cv_90d,vola_min_130d,vola_realized_12m,vola_realized_1m,vol_chg_turnover_1y,vol_cv_volprice_20d,vol_money_flow_5d,vol_share_turnover_21d,vol_signal_5d
tech_atr_14,0.023352,-0.001311,0.021285,0.022581,-0.184617,0.008138,0.008138,0.044271,-0.216685,-0.07262,-0.01864,-0.094178,-0.070301,-0.229518,-0.106066,-0.12062,-0.155113,-0.057442,0.105445,-0.461093,-0.193523,0.006116,0.057015,0.086713,0.040708,-0.244564,-0.070247,0.012449,0.022243,0.004396,0.00539,-0.027131,-0.031765,-0.046057,-0.320839,-0.324138,-0.149954,-0.029589,-0.00854,-0.142325,-0.014372,0.497977,0.032214,0.031906,-0.043349,-0.095526,-0.056821,0.087399,-0.195612,0.069708,0.039491,-0.054031,0.135011,0.211381,0.05823,-0.054361,-0.514757,-0.066668,-0.106636,-0.063395,-0.010022,0.103568,-0.184458,0.000393,-0.13782,-0.118471,-0.540651,0.010716,7.6e-05,-0.031824,-0.203017,-0.113754,-0.198693,-0.445953,-0.089986,-0.127281,0.036289,-0.160457,-0.0933,-0.004077,-0.008404,0.009596,-0.03028,-0.322522,-0.328061,-0.003862,-0.335059,-0.307658,-0.122889,0.118123,0.293056,-0.093817,-0.384991,0.455292,-0.029938,1.0,-0.086139,-0.051101,0.074856,-0.093817,-0.137269,-0.065557,-0.051168,0.089885,-0.082142,-0.017202,0.001929,-0.112922,0.39485,0.15211,-0.039611,-0.136496,0.303632,-0.061466,-0.007233,-0.036013,-0.074855,-0.09627,-0.135718,0.016131,-0.148951,0.041296,-0.016982,0.664908,-0.073324,-0.015879,0.235366,0.552572,0.511965,0.411709,0.554501,0.588281,-0.068017,0.018921,-0.01644,0.61081,-0.049387
tech_bbands_pctb_20,0.330465,0.013069,0.270776,0.227482,0.39908,5e-05,5e-05,0.207258,0.20385,0.533601,0.553976,-0.47426,-0.505102,0.495969,0.537175,0.484449,0.419229,0.503632,-0.648809,0.220097,0.143427,0.053056,0.297057,0.262336,0.291094,0.111813,0.010191,0.203121,0.432534,0.083387,0.701395,-0.000748,-0.019378,0.000604,0.193158,0.140421,0.378726,0.818483,0.697895,0.034412,0.085693,-0.194397,0.54463,0.644657,0.36459,0.208604,0.244599,0.262476,0.444786,-0.064997,0.124354,0.161548,0.052306,-0.260131,0.03577,0.075292,0.090879,0.32977,0.396499,0.345839,-0.406993,0.460209,0.627267,0.153939,0.762879,0.374569,0.085842,0.336482,0.639375,0.11552,0.123951,0.711153,0.023664,0.087388,0.173489,0.230808,0.097607,0.371182,0.699842,0.78767,-0.005415,0.302953,0.174221,0.034927,0.230111,0.353702,0.404838,0.074506,0.340272,-0.689584,-0.270345,0.84959,0.225815,-0.096136,0.170883,-0.086139,1.0,0.880315,-0.89097,0.84959,0.371271,0.89646,0.88379,0.510327,0.024652,0.808812,0.73597,0.928555,-0.063147,-0.67437,0.733292,0.456225,-0.573744,0.805336,0.681279,0.828785,0.89097,0.414164,0.48016,0.11037,0.473388,-0.869503,0.765936,-0.083246,0.008953,0.004837,-0.028592,-0.077236,-0.023092,0.029131,0.007649,-0.116625,0.303271,-0.123121,-0.554002,-0.10291,0.358865
tech_bbi,0.301674,0.008868,0.24034,0.230825,0.438516,5e-05,5e-05,0.243679,0.189641,0.501471,0.571319,-0.460398,-0.529704,0.459209,0.548197,0.425216,0.324318,0.403918,-0.526285,0.195288,0.142751,0.058699,0.387998,0.341467,0.33662,0.116095,0.021846,0.309946,0.520361,0.152178,0.755158,-0.008727,-0.000334,0.010924,0.1522,0.101128,0.3194,0.932619,0.666216,0.019169,0.108764,-0.186467,0.598715,0.668039,0.371598,0.187728,0.24568,0.341721,0.460612,-0.080963,0.150912,0.180824,0.102292,-0.264212,0.06712,0.077971,0.036328,0.361913,0.460272,0.315618,-0.444136,0.471292,0.634469,0.1677,0.716382,0.443735,0.080342,0.315187,0.642055,0.108513,0.114662,0.713796,0.016093,0.082752,0.175897,0.233489,0.109999,0.431554,0.672248,0.831303,0.001308,0.312842,0.159935,0.00985,0.213165,0.378273,0.378117,0.05266,0.314618,-0.697616,-0.258556,0.761095,0.198777,-0.084521,0.148335,-0.051101,0.880315,1.0,-0.936484,0.761095,0.345367,0.841749,0.996328,0.498049,0.055109,0.774668,0.751418,0.907306,-0.0251,-0.584045,0.755802,0.436248,-0.531145,0.835932,0.746317,0.758592,0.936484,0.463736,0.441048,0.161761,0.431252,-0.85131,0.902406,-0.06859,0.01428,0.005857,-0.023534,-0.052619,0.008166,0.059907,0.042297,-0.064124,0.308034,-0.100105,-0.701907,-0.057721,0.354295
tech_bias_20,-0.283199,-0.011604,-0.220211,-0.174951,-0.40474,5e-05,5e-05,-0.209155,-0.240773,-0.548397,-0.479253,0.497288,0.438801,-0.507998,-0.466616,-0.496379,-0.377531,-0.500462,0.649663,-0.213095,-0.142852,-0.048515,-0.246164,-0.219561,-0.229943,-0.106457,-0.009844,-0.091192,-0.307471,-0.034655,-0.782814,0.017015,0.00286,-0.01557,-0.20095,-0.134896,-0.35528,-0.822474,-0.705924,-0.028559,-0.102989,0.198936,-0.426471,-0.541363,-0.324853,-0.234934,-0.267408,-0.219685,-0.394883,0.099241,-0.113453,-0.140502,-0.096057,0.319665,-0.073269,-0.087069,-0.068941,-0.287669,-0.328576,-0.297558,0.34894,-0.452305,-0.702423,-0.162056,-0.778028,-0.304599,-0.084342,-0.307788,-0.695721,-0.125823,-0.130476,-0.815297,-0.018482,-0.087591,-0.200373,-0.268419,-0.099624,-0.29667,-0.637599,-0.889866,0.003155,-0.348364,-0.210035,-0.014148,-0.241962,-0.40217,-0.413048,-0.069039,-0.414163,0.789391,0.292305,-0.86298,-0.225358,0.089181,-0.194091,0.074856,-0.89097,-0.936484,1.0,-0.86298,-0.451963,-0.86674,-0.939948,-0.559086,-0.066272,-0.795192,-0.660978,-0.923838,0.051226,0.691025,-0.798132,-0.500751,0.570161,-0.880172,-0.724834,-0.847805,-1.0,-0.33028,-0.579252,-0.087802,-0.485439,0.829333,-0.739179,0.081795,-0.003356,0.003159,0.027123,0.064388,0.011151,-0.050267,-0.026966,0.105428,-0.327478,0.129918,0.495072,0.091705,-0.418725
tech_cmo_14,0.273752,0.015531,0.219841,0.155869,0.322314,5.1e-05,5.1e-05,0.160757,0.250387,0.568067,0.408582,-0.504918,-0.368487,0.528946,0.402071,0.502737,0.399597,0.529986,-0.700557,0.200166,0.129979,0.045121,0.172695,0.156405,0.184402,0.092284,0.003585,0.007877,0.150695,0.010411,0.675068,0.007235,-0.025735,0.004546,0.212064,0.147787,0.392456,0.632115,0.681488,0.036759,0.067993,-0.186773,0.317698,0.424201,0.286094,0.226232,0.232886,0.156457,0.33331,-0.09376,0.080037,0.113291,0.048102,-0.276231,0.045335,0.082461,0.083434,0.231614,0.261747,0.295265,-0.299749,0.391376,0.648805,0.134349,0.752994,0.238257,0.092375,0.293403,0.615404,0.128657,0.138153,0.737738,0.027498,0.095735,0.181941,0.245375,0.083805,0.236894,0.586597,0.751418,0.002473,0.296572,0.222013,0.035243,0.245935,0.369214,0.419612,0.086541,0.428854,-0.717692,-0.28935,1.0,0.240538,-0.09981,0.183032,-0.093817,0.84959,0.761095,-0.86298,1.0,0.466614,0.822527,0.765727,0.568939,0.029653,0.744396,0.531673,0.86566,-0.063016,-0.796456,0.67432,0.486345,-0.596353,0.750093,0.577352,0.862465,0.86298,0.266799,0.59833,0.046222,0.507405,-0.772181,0.553778,-0.089003,0.007613,0.003894,-0.029365,-0.081022,-0.023521,0.033027,0.009469,-0.123947,0.288598,-0.124537,-0.349355,-0.109961,0.37437
tech_dma_10_50,0.053124,0.017891,0.035074,-0.007164,0.155621,4.8e-05,4.8e-05,-0.072825,0.723711,0.424096,0.093689,-0.361332,-0.071544,0.418414,0.107184,0.303912,0.26767,0.458283,-0.518893,0.20962,0.130515,0.032677,0.001108,0.001698,0.036018,0.097694,0.010685,-0.121657,-0.227802,-0.029498,0.176683,0.007779,-0.004712,0.055842,0.265586,0.262203,0.512148,0.180913,0.462017,0.054258,0.011507,-0.200039,-0.088859,-0.063625,0.0722,0.294782,0.163433,0.001727,0.106431,-0.104949,0.010454,0.020786,-0.023354,-0.24017,0.041781,0.03803,0.195524,0.045031,0.050952,0.12102,-0.098427,0.176402,0.826062,0.047741,0.583445,0.051577,0.099379,0.160023,0.034652,0.089059,0.15947,0.643298,0.037067,0.107012,0.150221,0.235407,0.005163,0.041851,0.321644,0.458603,-0.009399,0.045148,-0.014326,0.150605,0.358368,0.465118,0.515093,0.263544,0.976715,-0.664318,-0.442236,0.466614,0.324646,-0.097703,0.317668,-0.137269,0.371271,0.345367,-0.451963,0.466614,1.0,0.41193,0.345123,0.29501,0.140871,0.302586,0.096709,0.522834,-0.137888,-0.462392,0.336858,0.527645,-0.294828,0.332394,0.151038,0.432913,0.451963,0.036788,0.8806,-0.051256,0.567138,-0.282991,0.12557,-0.109828,-0.049702,-0.04588,-0.033214,-0.14772,-0.094121,0.006303,-0.023615,-0.24538,0.305982,-0.161274,-0.018521,-0.234069,0.319708
tech_donchian_pos_20,0.32207,0.015558,0.265082,0.225626,0.353997,5e-05,5e-05,0.1941,0.224808,0.56974,0.506537,-0.520028,-0.467884,0.518024,0.486228,0.417553,0.296196,0.516737,-0.643598,0.172441,0.161726,0.095109,0.309537,0.308038,0.336869,0.057656,-0.027607,0.166079,0.307573,0.091989,0.684645,-0.008963,-0.010968,0.027362,0.158663,0.098142,0.364712,0.74559,0.673933,0.015086,0.059301,-0.201378,0.46557,0.544693,0.327083,0.187343,0.234386,0.308126,0.434723,-0.074462,0.112034,0.142501,0.075155,-0.215415,0.057318,0.06668,0.02546,0.285019,0.373155,0.333262,-0.413779,0.466658,0.637064,0.149323,0.671614,0.34867,0.113846,0.346771,0.59654,0.1212,0.130752,0.744456,0.026499,0.112359,0.172347,0.234996,0.091442,0.347128,0.671761,0.82075,-0.000331,0.296139,0.153555,0.019899,0.22767,0.398337,0.420909,0.07214,0.381259,-0.719337,-0.270822,0.822527,0.216697,-0.130112,0.161488,-0.065557,0.89646,0.841749,-0.86674,0.822527,0.41193,1.0,0.839365,0.498743,0.044764,0.846752,0.728212,0.892638,-0.016552,-0.637335,0.686826,0.468838,-0.553315,0.750317,0.67471,0.906934,0.86674,0.38009,0.524915,0.109123,0.467637,-0.921799,0.696478,-0.078497,0.042004,0.035019,-0.021098,-0.090136,0.012844,0.065019,0.063907,-0.045609,0.26853,-0.032478,-0.525673,-0.04699,0.350582
tech_ema_12_pos,0.299915,0.008975,0.238157,0.219367,0.440911,5.1e-05,5.1e-05,0.240598,0.196536,0.491938,0.576057,-0.447646,-0.532281,0.450648,0.55275,0.429348,0.325454,0.395776,-0.520665,0.193307,0.140388,0.057573,0.361657,0.319309,0.316434,0.111484,0.019213,0.281276,0.532096,0.116554,0.748809,-0.009906,0.002055,0.00968,0.152046,0.101601,0.323366,0.944142,0.664767,0.021732,0.109379,-0.180368,0.589089,0.672568,0.374071,0.1833,0.247089,0.319538,0.460353,-0.079107,0.146781,0.17458,0.104275,-0.266677,0.06931,0.079064,0.037313,0.355275,0.437935,0.309787,-0.426952,0.476014,0.638172,0.168426,0.718611,0.419934,0.080965,0.315117,0.655449,0.105253,0.113441,0.700436,0.01721,0.083212,0.171255,0.228547,0.108922,0.408961,0.647296,0.832359,0.001322,0.321071,0.165023,0.016107,0.21811,0.38058,0.381234,0.055756,0.316742,-0.684291,-0.264763,0.765727,0.201003,-0.085066,0.146155,-0.051168,0.88379,0.996328,-0.939948,0.765727,0.345123,0.839365,1.0,0.50266,0.055249,0.785665,0.764097,0.910345,-0.028006,-0.584099,0.767708,0.425806,-0.532249,0.848207,0.764269,0.760617,0.939948,0.447699,0.439909,0.152022,0.429962,-0.856991,0.903533,-0.067358,0.014061,0.00509,-0.023843,-0.053742,0.00777,0.059356,0.041759,-0.06458,0.310577,-0.098579,-0.684163,-0.058779,0.356539
tech_emv_14,0.17295,0.0071,0.131038,0.078973,0.160875,5.1e-05,5.1e-05,0.128533,0.100995,0.329858,0.265611,-0.331916,-0.260309,0.273087,0.242128,0.214055,0.121558,0.308594,-0.410316,0.016156,0.008013,-0.003524,0.083771,0.058409,0.058181,0.029382,0.018734,-0.009497,0.126094,-0.041649,0.451449,0.014297,0.045579,0.023552,0.046351,-0.001656,0.179582,0.430127,0.404676,-0.040154,0.051832,-0.078159,0.217275,0.293541,0.177641,0.111744,0.13869,0.058605,0.219021,-0.039333,0.050572,0.053302,0.047475,-0.112257,0.011634,0.000881,-0.053113,0.144803,0.109024,0.172318,-0.164374,0.279168,0.367017,0.081544,0.475987,0.089125,0.023212,0.163574,0.520927,0.067461,0.047355,0.439416,-0.007118,0.028708,0.096851,0.126485,0.062303,0.094477,0.311804,0.618555,-0.003044,0.221324,0.131659,-0.025082,0.097551,0.272976,0.195654,0.00577,0.255786,-0.423492,-0.124886,0.568939,0.084821,-0.046474,0.123761,0.089885,0.510327,0.498049,-0.559086,0.568939,0.29501,0.498743,0.50266,1.0,0.050296,0.475126,0.355431,0.504829,0.016588,-0.385942,0.543162,0.232318,-0.341176,0.493881,0.416757,0.536162,0.559086,0.144934,0.324429,0.050326,0.202545,-0.478515,0.376692,0.043567,0.047,0.037474,0.016479,0.020927,0.090654,0.115759,0.156843,0.073823,0.185294,-0.010932,-0.254236,0.091992,0.245588
tech_granville_score,0.023278,-0.009973,0.019062,0.012066,0.068491,4.2e-05,4.2e-05,-0.011715,0.103212,0.046124,0.016021,-0.021459,-0.003054,0.069121,0.029965,-0.011498,-0.028568,0.050427,-0.048426,0.118035,0.067062,0.006869,0.006272,0.005619,0.014555,0.04747,-0.00182,-0.007053,-0.01323,-0.000398,0.033319,0.02734,0.070439,0.320789,0.084029,0.077684,-0.059455,0.037769,0.033034,0.04917,0.025,-0.073371,-0.010952,-0.012006,0.019512,0.109483,0.080834,0.00571,0.032375,-0.085227,-0.002055,0.016688,-0.054674,-0.125547,-0.036588,0.019449,0.145256,0.027144,0.036412,0.032946,-0.000681,0.015576,0.113658,0.011379,0.040704,0.036886,0.010453,0.063473,0.022567,0.009955,0.02181,0.084296,0.018897,0.013497,0.025431,0.041464,0.010032,0.026477,0.043194,0.090726,-0.010455,0.03908,-0.022313,0.051956,0.061056,0.122887,0.063945,0.053407,0.136689,-0.0872,-0.040613,0.029653,0.077671,-0.032059,0.239661,-0.082142,0.024652,0.055109,-0.066272,0.029653,0.140871,0.044764,0.055249,0.050296,1.0,0.035508,0.019278,0.032936,-0.127066,-0.023068,0.069917,0.0845,-0.048863,0.052041,0.044584,0.045143,0.066272,0.017996,0.103225,0.010531,0.02431,-0.034132,0.030835,-0.052455,-0.046272,-0.034674,-0.017934,-0.059999,-0.238734,-0.044828,-0.055022,-0.123216,0.112368,0.014316,-0.030109,-0.092389,0.124081
tech_kd9_k,0.322423,0.013239,0.259149,0.156051,0.356408,0.006013,0.006013,0.203344,0.156181,0.497104,0.535115,-0.463046,-0.498064,0.441764,0.509125,0.375062,0.200233,0.382916,-0.507072,0.119911,0.13418,0.087031,0.177599,0.196001,0.226339,0.017425,-0.046369,-0.016681,0.405944,-0.093888,0.628702,-0.012782,0.007649,0.012195,0.104544,0.056321,0.299269,0.771965,0.585916,-0.004865,0.072032,-0.18217,0.398319,0.573225,0.329083,0.143428,0.230936,0.195998,0.365047,-0.062965,0.068784,0.088653,0.078218,-0.183773,0.058889,0.060528,-0.004422,0.24879,0.222856,0.270501,-0.314317,0.482087,0.531842,0.146381,0.528364,0.195218,0.118114,0.322473,0.624926,0.088424,0.119135,0.577339,0.030925,0.114257,0.114799,0.152773,0.086975,0.17331,0.458237,0.723805,-0.003444,0.328391,0.164664,0.022747,0.188716,0.363221,0.360841,0.054294,0.299272,-0.562024,-0.225195,0.744396,0.181044,-0.138292,0.106553,-0.017202,0.808812,0.774668,-0.795192,0.744396,0.302586,0.846752,0.785665,0.475126,0.035508,1.0,0.887325,0.798336,-0.000109,-0.548831,0.723478,0.361029,-0.419155,0.79512,0.70514,0.910504,0.795193,0.249861,0.366104,0.086574,0.373736,-0.89391,0.680489,-0.063684,0.078621,0.060479,-0.011286,-0.069308,0.038066,0.070072,0.090109,-0.000962,0.23426,-0.012152,-0.435122,-0.002417,0.32705
tech_kdj_j_9,0.332561,0.007956,0.275052,0.200703,0.383495,0.005527,0.005527,0.23671,0.045722,0.33453,0.618388,-0.315103,-0.578248,0.293343,0.584258,0.25911,0.133442,0.190359,-0.266409,0.114584,0.133354,0.092186,0.2723,0.282259,0.306513,0.015267,-0.048683,0.220754,0.657205,-0.029786,0.543017,0.004503,0.02582,0.0017,0.04667,0.019933,0.206173,0.838437,0.469026,-0.004566,0.073008,-0.138967,0.592221,0.725752,0.380061,0.067492,0.190684,0.282312,0.42112,-0.031157,0.101241,0.128293,0.081092,-0.135503,0.044788,0.049041,-0.012237,0.326645,0.313433,0.286795,-0.364541,0.47122,0.372164,0.145243,0.433364,0.293601,0.075939,0.322168,0.570498,0.058991,0.079722,0.380342,0.019328,0.072975,0.077299,0.099628,0.092363,0.271617,0.44572,0.599516,0.000938,0.277023,0.114121,0.014185,0.124427,0.257013,0.255245,0.018769,0.110891,-0.368845,-0.147929,0.531673,0.118806,-0.092993,0.055756,0.001929,0.73597,0.751418,-0.660978,0.531673,0.096709,0.728212,0.764097,0.355431,0.019278,0.887325,1.0,0.693196,0.001636,-0.354004,0.618312,0.22103,-0.328307,0.67541,0.690067,0.704174,0.660979,0.37055,0.132161,0.159849,0.236238,-0.841206,0.799958,-0.042352,0.052404,0.041745,-0.010786,-0.035382,0.03137,0.054633,0.062997,0.022621,0.194958,-0.001444,-0.608822,0.018352,0.224521
tech_keltner_pos_20,0.300812,0.013872,0.24308,0.199701,0.399831,5.1e-05,5.1e-05,0.172909,0.360434,0.584414,0.527984,-0.516476,-0.478363,0.548855,0.515865,0.502408,0.415899,0.524795,-0.664877,0.247234,0.160259,0.057234,0.273559,0.242574,0.271711,0.12402,0.013546,0.159857,0.341026,0.067299,0.695428,-0.007887,-0.017936,0.002442,0.22119,0.177562,0.489518,0.807001,0.758394,0.039547,0.082222,-0.220816,0.47338,0.571503,0.351122,0.238822,0.252847,0.242688,0.429067,-0.09202,0.12481,0.155042,0.055891,-0.295296,0.047103,0.087021,0.10966,0.315003,0.372066,0.32577,-0.398039,0.459189,0.778162,0.15111,0.847457,0.354951,0.103704,0.334558,0.575733,0.12837,0.15893,0.802489,0.03286,0.108348,0.192177,0.26566,0.089387,0.348301,0.676117,0.814209,-0.001527,0.276781,0.142641,0.071023,0.308001,0.438091,0.50707,0.13647,0.499043,-0.794621,-0.366829,0.86566,0.29684,-0.105507,0.191136,-0.112922,0.928555,0.907306,-0.923838,0.86566,0.522834,0.892638,0.910345,0.504829,0.032936,0.798336,0.693196,1.0,-0.075991,-0.700813,0.733233,0.533656,-0.576502,0.811932,0.651036,0.831905,0.923838,0.382707,0.636703,0.092461,0.582641,-0.848697,0.745603,-0.109592,-0.01106,-0.009677,-0.039186,-0.098508,-0.041285,0.037699,-0.002738,-0.157878,0.34488,-0.141873,-0.523541,-0.145401,0.382219
tech_ma_convergence,0.013654,-2.7e-05,0.015677,0.011618,-0.21306,5.1e-05,5.1e-05,0.038714,-0.175996,-0.026008,0.001836,-0.101618,-0.074633,-0.153554,-0.074729,-0.118436,-0.1816,0.06517,0.087247,-0.465574,-0.218074,-0.017274,0.06598,0.082409,0.034111,-0.224809,-0.054007,0.002449,-0.011234,0.004883,-0.038925,-0.423536,-0.5845,-0.021354,-0.405765,-0.394898,-0.162061,-0.016479,-0.039012,-0.23293,-0.041754,0.171777,0.029856,0.0134,-0.096636,-0.256741,-0.173592,0.082513,-0.024907,0.122697,0.00504,-0.035229,0.175237,0.332449,0.08887,-0.088135,-0.869242,-0.06345,-0.096905,-0.122058,-0.023402,0.071651,-0.14478,0.004034,-0.123458,-0.099874,-0.030459,-0.006238,-0.027105,-0.011736,-0.082611,-0.091063,-0.06916,-0.02412,-0.086308,-0.089576,0.010817,-0.059673,-0.020391,-0.049995,0.046222,-0.0987,-0.142048,-0.165326,-0.215088,0.067518,-0.20264,-0.193777,-0.147437,0.097389,0.213377,-0.063016,-0.232734,0.079786,-0.391573,0.39485,-0.063147,-0.0251,0.051226,-0.063016,-0.137888,-0.016552,-0.028006,0.016588,-0.127066,-0.000109,0.001636,-0.075991,1.0,0.150277,-0.065628,-0.153988,0.128257,-0.054508,-0.013392,-0.018628,-0.051227,-0.020502,-0.130805,0.106155,-0.176122,0.005775,-0.00172,0.216564,0.201236,0.143299,0.074923,0.199688,0.49487,0.331037,0.452031,0.603102,-0.221075,0.194743,-0.034577,0.507841,-0.206217
tech_mfi_14,-0.21117,-0.012936,-0.167427,-0.094665,-0.302354,-0.000261,-0.000261,-0.110321,-0.277861,-0.516701,-0.316462,0.426866,0.268056,-0.51233,-0.329545,-0.528333,-0.478135,-0.471201,0.64811,-0.270288,-0.121698,-0.004283,-0.062756,-0.024564,-0.058553,-0.151233,-0.046664,0.032239,-0.041086,0.02669,-0.523876,-0.037384,0.039153,0.014352,-0.284717,-0.234947,-0.382615,-0.462016,-0.563295,-0.115086,-0.057268,0.147464,-0.196609,-0.284588,-0.232341,-0.235326,-0.211184,-0.024645,-0.240992,0.098061,-0.039426,-0.08184,0.005665,0.274903,0.004165,-0.056112,-0.192056,-0.19089,-0.189159,-0.250705,0.205338,-0.305139,-0.587681,-0.106432,-0.685244,-0.172174,-0.055596,-0.241558,-0.466539,-0.112148,-0.127754,-0.647168,-0.028417,-0.061223,-0.178973,-0.241217,-0.058609,-0.164811,-0.467265,-0.593216,-0.007893,-0.23131,-0.196528,-0.059031,-0.247438,-0.285432,-0.396811,-0.113591,-0.434728,0.633594,0.287207,-0.796456,-0.248855,0.067958,-0.179745,0.15211,-0.67437,-0.584045,0.691025,-0.796456,-0.462392,-0.637335,-0.584099,-0.385942,-0.023068,-0.548831,-0.354004,-0.700813,0.150277,1.0,-0.526674,-0.54186,0.524057,-0.583384,-0.414975,-0.665202,-0.691025,-0.188787,-0.577305,-0.011706,-0.582907,0.554016,-0.394104,0.100074,0.052365,0.049635,0.032489,0.106834,0.107042,0.050518,0.112503,0.244897,-0.287298,0.191261,0.203583,0.238401,-0.331
tech_mtm_10,0.253671,0.010089,0.190431,0.154025,0.344701,5.1e-05,5.1e-05,0.189094,0.15136,0.403375,0.393723,-0.365037,-0.360255,0.373642,0.383691,0.457999,0.316058,0.354987,-0.489474,0.166791,0.115656,0.0417,0.179955,0.162676,0.17341,0.079174,0.004515,-0.024512,0.360124,0.006632,0.632753,-0.005528,0.032289,0.01051,0.156274,0.097583,0.260872,0.713617,0.54529,0.028722,0.0852,-0.142103,0.336714,0.456139,0.274783,0.160024,0.211937,0.162895,0.319832,-0.077204,0.088768,0.110119,0.094801,-0.291507,0.06591,0.068432,0.064139,0.228101,0.252443,0.252632,-0.285879,0.426214,0.519017,0.151117,0.611701,0.22848,0.049489,0.266248,0.741903,0.090818,0.091971,0.577122,0.012275,0.051801,0.147272,0.195634,0.084156,0.224517,0.478032,0.809136,-0.001196,0.319859,0.19296,0.016206,0.180101,0.300993,0.306309,0.04781,0.296578,-0.559669,-0.21594,0.67432,0.166495,-0.059477,0.142748,-0.039611,0.733292,0.755802,-0.798132,0.67432,0.336858,0.686826,0.767708,0.543162,0.069917,0.723478,0.618312,0.733233,-0.065628,-0.526674,1.0,0.375937,-0.495667,0.91326,0.670203,0.712437,0.798132,0.25482,0.392289,0.053612,0.350949,-0.715962,0.609818,-0.050826,-0.012811,-0.013853,-0.018364,-0.038653,-0.017739,0.030568,0.012778,-0.0752,0.258153,-0.086299,-0.379257,-0.063495,0.332458
tech_obv,0.128623,0.015595,0.096176,0.057502,0.224328,0.000181,0.000181,0.022366,0.351318,0.593603,0.265627,-0.505235,-0.228281,0.579116,0.275284,0.356073,0.331152,0.413749,-0.507582,0.228007,0.126694,0.026435,0.069498,0.050543,0.076097,0.112214,0.020694,-0.01473,-0.049186,0.003449,0.371519,0.029638,-0.006124,0.017885,0.228248,0.220207,0.332659,0.309209,0.450282,0.087358,0.035152,-0.139281,0.093421,0.138191,0.147466,0.240061,0.175662,0.050638,0.192523,-0.094534,0.032787,0.065538,-0.025601,-0.20139,-7e-05,0.042582,0.199874,0.12586,0.160032,0.191362,-0.157476,0.232272,0.571403,0.071412,0.530671,0.153909,0.056477,0.189302,0.249716,0.097755,0.123155,0.62965,0.031085,0.062576,0.159823,0.22013,0.026697,0.144806,0.395154,0.481544,-0.002261,0.10365,0.031003,0.061184,0.247445,0.303115,0.379969,0.137701,0.517941,-0.657307,-0.288494,0.486345,0.244998,-0.056914,0.197408,-0.136496,0.456225,0.436248,-0.500751,0.486345,0.527645,0.468838,0.425806,0.232318,0.0845,0.361029,0.22103,0.533656,-0.153988,-0.54186,0.375937,1.0,-0.433898,0.390049,0.248512,0.449307,0.500751,0.143399,0.597521,0.003998,0.747027,-0.362436,0.264529,-0.095852,-0.052168,-0.050785,-0.025409,-0.102423,-0.101311,-0.046383,-0.085949,-0.236165,0.258991,-0.172256,-0.141893,-0.228171,0.270747
