api_key,market,namespace,field,group,adoption_priority,adoption_mode,dataset_lane,quality_gate,replaces_twse_tpex_primary,stockvision_use
tw_industry_pmi:未完成訂單,tw,tw_industry_pmi,未完成訂單,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_industry_pmi:新增出口訂單,tw,tw_industry_pmi,新增出口訂單,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_industry_pmi:進口原物料數量,tw,tw_industry_pmi,進口原物料數量,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_industry_pmi:未來六個月展望,tw,tw_industry_pmi,未來六個月展望,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_monetary_aggregates:年增率(%),tw,tw_monetary_aggregates,年增率(%),taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:臺灣非製造業NMI,tw,tw_total_nmi,臺灣非製造業NMI,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:商業活動,tw,tw_total_nmi,商業活動,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:新增訂單,tw,tw_total_nmi,新增訂單,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:人力僱用,tw,tw_total_nmi,人力僱用,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:供應商交貨時間,tw,tw_total_nmi,供應商交貨時間,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:存貨,tw,tw_total_nmi,存貨,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:採購價格,tw,tw_total_nmi,採購價格,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:未完成訂單,tw,tw_total_nmi,未完成訂單,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:服務輸出出口,tw,tw_total_nmi,服務輸出出口,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:服務輸入進口,tw,tw_total_nmi,服務輸入進口,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:服務收費價格,tw,tw_total_nmi,服務收費價格,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:存貨觀感,tw,tw_total_nmi,存貨觀感,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_nmi:未來六個月展望,tw,tw_total_nmi,未來六個月展望,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:製造業PMI,tw,tw_total_pmi,製造業PMI,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:新增訂單數量,tw,tw_total_pmi,新增訂單數量,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:生產數量,tw,tw_total_pmi,生產數量,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:人力僱用數量,tw,tw_total_pmi,人力僱用數量,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:供應商交貨時間,tw,tw_total_pmi,供應商交貨時間,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:存貨,tw,tw_total_pmi,存貨,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:客戶存貨,tw,tw_total_pmi,客戶存貨,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:原物料價格,tw,tw_total_pmi,原物料價格,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:未完成訂單,tw,tw_total_pmi,未完成訂單,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:新增出口訂單,tw,tw_total_pmi,新增出口訂單,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:進口原物料數量,tw,tw_total_pmi,進口原物料數量,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_total_pmi:未來六個月展望,tw,tw_total_pmi,未來六個月展望,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
world_index:open,tw,world_index,open,world market,P0,augment,global_context,"coverage, delay, holiday_calendar_alignment",False,"morning setup, cross-market context, regime evidence"
world_index:high,tw,world_index,high,world market,P0,augment,global_context,"coverage, delay, holiday_calendar_alignment",False,"morning setup, cross-market context, regime evidence"
world_index:low,tw,world_index,low,world market,P0,augment,global_context,"coverage, delay, holiday_calendar_alignment",False,"morning setup, cross-market context, regime evidence"
world_index:close,tw,world_index,close,world market,P0,augment,global_context,"coverage, delay, holiday_calendar_alignment",False,"morning setup, cross-market context, regime evidence"
world_index:adj_close,tw,world_index,adj_close,world market,P0,augment,global_context,"coverage, delay, holiday_calendar_alignment",False,"morning setup, cross-market context, regime evidence"
world_index:volume,tw,world_index,volume,world market,P0,augment,global_context,"coverage, delay, holiday_calendar_alignment",False,"morning setup, cross-market context, regime evidence"
board_dividend_announcement,tw,board_dividend_announcement,,other,P2,benchmark,research,manual_review,False,research reference
cb_published_info,tw,cb_published_info,,other,P2,benchmark,research,manual_review,False,research reference
company_basic_info,tw,company_basic_info,,other,P2,benchmark,research,manual_review,False,research reference
company_main_business,tw,company_main_business,,other,P2,benchmark,research,manual_review,False,research reference
day_trade_short_suspension,tw,day_trade_short_suspension,,other,P2,benchmark,research,manual_review,False,research reference
delisted_companies,tw,delisted_companies,,other,P2,benchmark,research,manual_review,False,research reference
delisted_companies_otc,tw,delisted_companies_otc,,other,P2,benchmark,research,manual_review,False,research reference
delisted_companies_tse,tw,delisted_companies_tse,,other,P2,benchmark,research,manual_review,False,research reference
disposal_information,tw,disposal_information,,other,P2,benchmark,research,manual_review,False,research reference
etl:disposal_stock_filter,tw,etl,disposal_stock_filter,price / OHLCV,P0,replace,daily_price,"20_30_day_parity, split_adjustment, missing_rate",True,"daily price, adjusted price, liquidity, backtest base panel"
dividend_announcement,tw,dividend_announcement,,other,P2,benchmark,research,manual_review,False,research reference
important_info_announcement,tw,important_info_announcement,,other,P2,benchmark,research,manual_review,False,research reference
important_subsidiary,tw,important_subsidiary,,other,P2,benchmark,research,manual_review,False,research reference
insider_shareholding_transfer_declaration,tw,insider_shareholding_transfer_declaration,,other,P2,benchmark,research,manual_review,False,research reference
intraday_lending_fee,tw,intraday_lending_fee,,other,P2,benchmark,research,manual_review,False,research reference
etl:lending_fee_volume,tw,etl,lending_fee_volume,price / OHLCV,P0,replace,daily_price,"20_30_day_parity, split_adjustment, missing_rate",True,"daily price, adjusted price, liquidity, backtest base panel"
etl:lending_fee_rate_simple_avg,tw,etl,lending_fee_rate_simple_avg,price / OHLCV,P0,replace,daily_price,"20_30_day_parity, split_adjustment, missing_rate",True,"daily price, adjusted price, liquidity, backtest base panel"
etl:lending_fee_rate_weighted_avg,tw,etl,lending_fee_rate_weighted_avg,price / OHLCV,P0,replace,daily_price,"20_30_day_parity, split_adjustment, missing_rate",True,"daily price, adjusted price, liquidity, backtest base panel"
etl:lending_fee_rate_max,tw,etl,lending_fee_rate_max,price / OHLCV,P0,replace,daily_price,"20_30_day_parity, split_adjustment, missing_rate",True,"daily price, adjusted price, liquidity, backtest base panel"
investors_conference,tw,investors_conference,,other,P2,benchmark,research,manual_review,False,research reference
lawsuit_info,tw,lawsuit_info,,other,P2,benchmark,research,manual_review,False,research reference
margin_short_sale_suspension,tw,margin_short_sale_suspension,,chips / institutional flow,P0,augment,chip_diversity,"price_location, liquidity, crowding, extreme_value_winsorization",True,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation"
national_security_fund,tw,national_security_fund,,other,P2,benchmark,research,manual_review,False,research reference
oversea_investment,tw,oversea_investment,,other,P2,benchmark,research,manual_review,False,research reference
reference_price,tw,reference_price,,other,P2,benchmark,research,manual_review,False,research reference
rotc_broker_transactions,tw,rotc_broker_transactions,,broker / branch flow,P0,augment,emerging_chip_diversity,"emerging_symbol_coverage, branch_concentration_bounds",False,"broker concentration, branch flow anomaly, emerging-stock chip proxy"
security_categories,tw,security_categories,,security master / taxonomy,P0,replace,security_master,"row_count, market_enum, known_symbol_checks",True,primary market lane and formal industry normalization
security_industry_themes,tw,security_industry_themes,,security master / taxonomy,P0,augment,taxonomy_expansion,"alias_cleaning, duplicate_tag_rate, coverage_by_symbol",False,"subindustry, supply-chain, and industry-theme expansion"
shareholders_meeting,tw,shareholders_meeting,,other,P2,benchmark,research,manual_review,False,research reference
single_stock_futures_and_equity_options_underlying,tw,single_stock_futures_and_equity_options_underlying,,derivatives / positioning,P1,augment,regime_context,"market_level_only, no_direct_alpha_gate",False,"market regime, hedge pressure, risk dashboard"
trading_attention,tw,trading_attention,,other,P2,benchmark,research,manual_review,False,research reference
etl:noticed_stock_filter,tw,etl,noticed_stock_filter,price / OHLCV,P0,replace,daily_price,"20_30_day_parity, split_adjustment, missing_rate",True,"daily price, adjusted price, liquidity, backtest base panel"
tw_etf_basic_info,tw,tw_etf_basic_info,,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
tw_etf_beneficiary_stats,tw,tw_etf_beneficiary_stats,,taiwan macro,P1,augment,regime_context,"freshness, low_frequency_alignment",False,regime and macro context
